names,edhrec
"Ajani, Caller of the Pride",2220
Ajani's Chosen,3874
Angelic Accord,3531
Angelic Wall,1242
Archangel of Thune,5797
Banisher Priest,1725
Blessing,86
Bonescythe Sliver,2453
Brave the Elements,2002
Capashen Knight,64
Dawnstrike Paladin,73
Devout Invocation,924
Fiendslayer Paladin,1341
Fortify,59
Hive Stirrings,571
Imposing Sovereign,1381
Indestructibility,3437
Master of Diversion,48
Path of Bravery,908
Pay No Heed,68
Pillarfield Ox,4
Sentinel Sliver,2423
Seraph of the Sword,508
Silence,7078
Steelform Sliver,249
Stonehorn Chanter,9
Suntail Hawk,214
Wall of Swords,229
Air Servant,40
Archaeomancer,17922
Armored Cancrix,45
Clone,4411
Colossal Whale,1068
Dismiss into Dream,1242
Domestication,114
Elite Arcanist,592
Frost Breath,85
Galerider Sliver,2270
Glimpse the Future,57
Illusionary Armor,60
"Jace, Memory Adept",3521
Jace's Mindseeker,1140
Merfolk Spy,589
Messenger Drake,21
Nephalia Seakite,16
Opportunity,1743
Quicken,1973
Scroll Thief,735
Seacoast Drake,17
Sensory Deprivation,10
Spell Blast,133
Tidebinder Mage,408
Time Ebb,65
Tome Scour,501
Trained Condor,12
Traumatize,4092
Water Servant,15
Altar's Reap,4250
Artificer's Hex,78
Blood Bairn,536
Bogbrew Witch,157
Corpse Hauler,103
Corrupt,1030
Dark Favor,89
Dark Prophecy,4429
Deathgaze Cockatrice,53
Diabolic Tutor,37700
Doom Blade,9605
Festering Newt,187
Gnawing Zombie,228
Grim Return,874
Lifebane Zombie,260
Liliana of the Dark Realms,6334
Liliana's Reaver,2623
Liturgy of Blood,174
Mark of the Vampire,324
Minotaur Abomination,41
Nightwing Shade,19
Quag Sickness,98
Rise of the Dark Realms,6299
Sanguine Bond,11878
Shadowborn Apostle,1022
Shadowborn Demon,750
Shrivel,30
Syphon Sliver,2191
Tenacious Dead,941
Undead Minotaur,47
Vampire Warlord,41
Vile Rebirth,234
Wring Flesh,13
Xathrid Necromancer,2175
Academy Raider,125
Awaken the Ancient,94
Barrage of Expendables,382
Battle Sliver,683
Blur Sliver,1840
Burning Earth,2112
Canyon Minotaur,36
Chandra's Phoenix,599
Cyclops Tyrant,7
Dragon Hatchling,380
Flames of the Firebrand,153
Fleshpulper Giant,22
Goblin Diplomats,1478
Goblin Shortcutter,99
Lightning Talons,144
Marauding Maulhorn,7
Mindsparker,142
Molten Birth,1503
Ogre Battledriver,7955
Pitchburn Devils,58
Regathan Firecat,18
Scourge of Valkas,4690
Seismic Stomp,100
Shiv's Embrace,127
Striking Sliver,2109
Thorncaster Sliver,1010
Thunder Strike,101
Volcanic Geyser,422
Wild Guess,2674
Wild Ricochet,6488
Young Pyromancer,10068
Advocate of the Beast,87
Bramblecrush,976
Briarpack Alpha,412
Brindle Boar,39
Deadly Recluse,902
Enlarge,177
Fog,3110
"Garruk, Caller of Beasts",2098
Garruk's Horde,3011
Giant Growth,1131
Gladecover Scout,591
Groundshaker Sliver,496
Howl of the Night Pack,1292
Into the Wilds,2144
Kalonian Hydra,6923
Kalonian Tusker,116
Lay of the Land,690
Manaweft Sliver,3347
Megantic Sliver,1867
Oath of the Ancient Wood,279
Predatory Sliver,2367
Primeval Bounty,2178
Rootwalla,11
Rumbling Baloth,27
Savage Summoning,1036
Scavenging Ooze,11747
Sporemound,2900
Trollhide,192
Vastwood Hydra,2887
Voracious Wurm,119
Windstorm,286
Witchstalker,581
Woodborn Behemoth,256
Accorder's Shield,1664
Bubbling Cauldron,291
Darksteel Forge,8759
Darksteel Ingot,41247
Door of Destinies,14786
Elixir of Immortality,16419
Fireshrieker,8524
Guardian of the Ages,180
Pyromancer's Gauntlet,650
Ratchet Bomb,1058
Ring of Three Wishes,1376
Rod of Ruin,34
Sliver Construct,99
Strionic Resonator,15366
Trading Post,10382
Vial of Poison,56
Encroaching Wastes,2148
Mutavault,3832
Shimmering Grotto,1959
