names,edhrec
Aven Riftwatcher,162
"Crovax, Ascendant Hero",782
Dawn Charm,3351
Dust Elemental,497
Ghost Tactician,7
Magus of the Tabernacle,546
Mantle of Leadership,63
Pallid Mycoderm,391
Poultice Sliver,190
Rebuff the Wicked,1473
Retether,2017
Saltblast,53
Saltfield Recluse,28
Serra's Boon,17
Stonecloaker,2419
Stormfront Riders,393
Voidstone Gargoyle,113
Whitemane Lion,3391
Calciderm,5
Malach of the Dawn,27
Mana Tithe,2680
Mesa Enchantress,10285
Mycologist,300
Porphyry Nodes,197
Revered Dead,26
Sinew Sliver,1870
Sunlance,83
Aquamorph Entity,48
Auramancer's Guise,1186
Body Double,5203
"Braids, Conjurer Adept",1220
Chronozoa,209
Dismal Failure,125
Dreamscape Artist,2129
Erratic Mutation,12
Jodah's Avenger,283
Magus of the Bazaar,853
Pongify,11193
Reality Acid,2164
Shaper Parasite,75
Spellshift,36
Synchronous Sliver,372
Tidewalker,18
Timebender,467
Venarian Glimmer,6
Wistful Thinking,57
Frozen Aether,2113
Gossamer Phantasm,14
Merfolk Thaumaturgist,72
Ovinize,178
Piracy Charm,108
Primal Plasma,52
Riptide Pilferer,371
Serendib Sorcerer,523
Serra Sphinx,289
Big Game Hunter,3779
Blightspeaker,43
Brain Gorgers,658
Circle of Affliction,34
Cradle to Grave,32
Dash Hopes,483
Deadly Grub,37
Extirpate,100
Imp's Mischief,3278
Magus of the Coffers,5307
Midnight Charm,61
Mirri the Cursed,800
Muck Drubb,1111
Phantasmagorian,186
Ridged Kusite,9
Spitting Sliver,195
Temporal Extortion,1332
Treacherous Urge,198
Waning Wurm,57
Bog Serpent,2
Damnation,22171
Dunerider Outlaw,28
Kor Dirge,28
Melancholy,15
Null Profusion,416
Rathi Trapper,125
Shrouded Lore,138
Vampiric Link,835
Aether Membrane,621
"Akroma, Angel of Fury",2539
Battering Sliver,671
Dust Corona,215
Fatal Frenzy,425
Firefright Mage,51
Fury Charm,1113
Hammerheim Deadeye,36
Keldon Marauders,178
Lavacore Elemental,33
Magus of the Arena,109
Needlepeak Spider,16
Stingscourger,963
Sulfur Elemental,19
Timecrafting,628
Torchling,643
Volcano Hellion,133
Boom,801
Dead,149
Rough,201
Blood Knight,131
Brute Force,2414
Molten Firebird,50
Prodigal Pyromancer,553
Pyrohemia,4737
Reckless Wurm,947
Shivan Wumpus,115
Simian Spirit Guide,2043
Skirk Shaman,47
Ana Battlemage,27
Citanul Woodreaders,656
Deadwood Treefolk,794
Evolution Charm,1140
Hunting Wilds,1896
Jedit Ojanen of Efrava,1616
Kavu Predator,149
Life and Limb,857
Magus of the Library,466
Mire Boa,229
Pouncing Wurm,135
Psychotrope Thallid,1764
Reflex Sliver,642
Sophic Centaur,22
Timbermare,126
Uktabi Drake,123
Utopia Vow,108
Vitaspore Thallid,1283
Wild Pair,2827
Essence Warden,4293
Fa'adiyah Seer,105
Gaea's Anthem,1246
Groundbreaker,291
Harmonize,25117
Healing Leaves,17
Hedge Troll,8
Keen Sense,1951
Seal of Primordium,4821
Cautery Sliver,203
Darkheart Sliver,800
Dormant Sliver,785
Frenetic Sliver,674
"Intet, the Dreamer",2626
Necrotic Sliver,2629
"Numot, the Devastator",835
"Oros, the Avenger",632
"Radha, Heir to Keld",1724
"Teneb, the Harvester",3381
"Vorosh, the Hunter",735
"Urborg, Tomb of Yawgmoth",47584
