names,edhrec
Ajani Steadfast,3263
"Avacyn, Guardian Angel",889
Battle Mastery,4120
Boonweaver Giant,890
Congregate,1078
Constricting Sliver,1807
Dauntless River Marshal,3
Devouring Light,547
Divine Favor,157
Ephemeral Shields,557
First Response,195
Geist of the Moors,16
Heliod's Pilgrim,4998
Hushwing Gryff,2690
Kinsbaile Skirmisher,40
Marked by Honor,78
Mass Calcify,3820
Meditation Puzzle,44
Midnight Guard,468
Oppressive Rays,418
Paragon of New Dawns,549
Pillar of Light,131
Preeminent Captain,776
Razorfoot Griffin,65
Resolute Archangel,2737
Return to the Ranks,1010
Sanctified Charge,49
Selfless Cathar,45
Seraph of the Masses,268
Solemn Offering,555
Soul of Theros,363
Spectra Ward,2749
Spirit Bonds,1927
Sungrace Pegasus,210
Tireless Missionaries,12
Triplicate Spirits,363
Wall of Essence,1073
Warden of the Beyond,13
Aeronaut Tinkerer,16
Aetherspouts,5241
Amphin Pathmage,98
Chasm Skulker,9111
Chief Engineer,3499
Chronostutter,23
Coral Barrier,145
Diffusion Sliver,2158
Dissipate,7526
Encrust,227
Ensoul Artifact,182
Fugitive Wizard,27
Glacial Crasher,4
Hydrosurge,14
Illusory Angel,108
Invisibility,314
"Jace, the Living Guildpact",730
Jace's Ingenuity,1372
"Jalira, Master Polymorphist",882
Jorubai Murk Lurker,37
Kapsho Kitefins,52
Master of Predicaments,1102
Mercurial Pretender,831
Military Intelligence,756
Mind Sculpt,674
Nimbus of the Isles,5
Paragon of Gathering Mists,390
Peel from Reality,263
Polymorphist's Jest,3113
Quickling,973
Research Assistant,9
Soul of Ravnica,136
Statute of Denial,104
Stormtide Leviathan,5518
Void Snare,519
Wall of Frost,3589
Welkin Tern,29
Accursed Spirit,41
Black Cat,521
Blood Host,82
Carrion Crow,16
Caustic Tar,88
Covenant of Blood,55
Crippling Blight,48
Cruel Sadist,147
Endless Obedience,319
Eternal Thirst,1410
Feast on the Fallen,868
Festergloom,19
In Garruk's Wake,13629
Indulgent Tormentor,4099
Leeching Sliver,1120
Liliana Vess,9716
Necrobite,147
Necrogen Scudder,9
Necromancer's Assistant,196
Necromancer's Stockpile,905
Nightfire Giant,8
"Ob Nixilis, Unshackled",5296
Paragon of Open Graves,376
Rotfeaster Maggot,65
Shadowcloak Vampire,23
Sign in Blood,14267
Soul of Innistrad,1822
Stab Wound,259
Stain the Mind,21
Typhoid Rats,827
Ulcerate,189
Unmake the Graves,104
Wall of Limbs,316
Waste Not,6978
Witch's Familiar,29
Xathrid Slyblade,91
Zof Shade,16
Act on Impulse,256
Aggressive Mining,883
Altac Bloodseeker,14
Belligerent Sliver,1059
Blastfire Bolt,39
Borderland Marauder,184
Brood Keeper,117
Burning Anger,369
"Chandra, Pyromaster",1476
Circle of Flame,875
Clear a Path,7
Cone of Flame,99
Crowd's Favor,66
Crucible of Fire,3882
Forge Devil,46
Foundry Street Denizen,1178
Frenzied Goblin,791
Generator Servant,2159
Goblin Kaboomist,850
Goblin Rabblemaster,3116
Goblin Roughrider,41
Hammerhand,289
Heat Ray,136
Hoarding Dragon,2337
Inferno Fist,43
Kird Chieftain,18
Krenko's Enforcer,167
"Kurkesh, Onakke Ancient",803
Might Makes Right,169
Miner's Bane,8
Paragon of Fierce Defiance,569
Rummaging Goblin,1291
Scrapyard Mongrel,21
Shrapnel Blast,152
Siege Dragon,671
Soul of Shandalar,162
Stoke the Flames,195
Thundering Giant,12
Torch Fiend,284
Wall of Fire,117
Ancient Silverback,76
Back to Nature,1024
Carnivorous Moss-Beast,18
Charging Rhino,27
Chord of Calling,12712
Elvish Mystic,35477
Feral Incarnation,124
Gather Courage,64
Genesis Hydra,7355
Hornet Nest,1449
Hornet Queen,6012
Hunt the Weak,572
Hunter's Ambush,120
Invasive Species,95
Kalonian Twingrove,911
Life's Legacy,3891
Living Totem,67
"Nissa, Worldwaker",2849
Nissa's Expedition,1034
Overwhelm,157
Paragon of Eternal Wilds,607
Phytotitan,830
Ranger's Guile,1241
Restock,716
Roaring Primadox,303
Runeclaw Bear,881
Satyr Wayfinder,9452
Shaman of Spring,212
Siege Wurm,192
Soul of Zendikar,765
Sunblade Elf,89
Undergrowth Scavenger,385
Venom Sliver,2234
Verdant Haven,1175
Vineweft,27
Wall of Mulch,1614
"Yisan, the Wanderer Bard",3828
"Garruk, Apex Predator",2655
Sliver Hivelord,2243
Avarice Amulet,606
Bronze Sable,24
The Chain Veil,5482
Grindclock,793
Haunted Plate Mail,273
Hot Soup,974
Juggernaut,113
Obelisk of Urd,4695
Ornithopter,6482
Perilous Vault,1673
Phyrexian Revoker,4298
Profane Memento,502
Sacred Armory,143
Scuttling Doom Engine,1886
Shield of the Avatar,392
Soul of New Phyrexia,7911
Staff of the Death Magus,916
Staff of the Flame Magus,197
Staff of the Mind Magus,201
Staff of the Sun Magus,364
Staff of the Wild Magus,167
Tormod's Crypt,8043
Tyrant's Machine,36
Will-Forged Golem,36
Darksteel Citadel,19510
Radiant Fountain,3936
Sliver Hive,2448
"Urborg, Tomb of Yawgmoth",47088
Furnace Whelp,248
Seismic Strike,227
Garruk's Packleader,5614
