names,edhrec
"Ajani, Caller of the Pride",2220
Ajani's Sunstriker,471
Angel's Mercy,121
Angelic Benediction,514
Attended Knight,313
Aven Squire,461
Battleflight Eagle,12
Captain of the Watch,2790
Captain's Call,303
Crusader of Odric,603
Divine Favor,157
Divine Verdict,205
Erase,496
Faith's Reward,4740
Glorious Charge,41
Griffin Protector,82
Guardian Lions,19
Guardians of Akrasa,307
Healer of the Pride,946
Intrepid Hero,1693
Knight of Glory,748
Oblivion Ring,15574
"Odric, Master Tactician",4322
Pacifism,2342
Pillarfield Ox,4
Planar Cleansing,3731
Prized Elephant,47
Rain of Blades,14
Rhox Faithmender,3621
Safe Passage,414
Serra Angel,906
Serra Avatar,3506
Serra Avenger,500
Show of Valor,58
Silvercoat Lion,45
Sublime Archangel,2149
Touch of the Eternal,20
War Falcon,49
War Priest of Thune,1276
Warclamp Mastiff,65
Archaeomancer,17922
Arctic Aven,159
Augur of Bolas,2137
Battle of Wits,27
Clone,4411
Courtly Provocateur,95
Divination,2760
Downpour,46
Encrust,227
Essence Scatter,3461
Faerie Invaders,36
Fog Bank,4418
Harbor Serpent,227
Hydrosurge,14
Index,422
"Jace, Memory Adept",3521
Jace's Phantasm,2188
Kraken Hatchling,237
Master of the Pearl Trident,2080
Merfolk of the Pearl Trident,29
Mind Sculpt,674
Negate,42908
Omniscience,10070
Redirect,1273
Rewind,14084
Scroll Thief,735
Sleep,1961
Spelltwine,5310
Sphinx of Uthuun,3907
Stormtide Leviathan,5518
Switcheroo,587
"Talrand, Sky Summoner",10764
Talrand's Invocation,310
Tricks of the Trade,282
Unsummon,2308
Vedalken Entrancer,49
Void Stalker,202
Watercourser,18
Welkin Tern,29
Wind Drake,30
Blood Reckoning,971
Bloodhunter Bat,76
Bloodthrone Vampire,2217
Cower in Fear,70
Crippling Blight,48
Dark Favor,89
Diabolic Revelation,2597
Disciple of Bolas,9548
Disentomb,571
Duress,3984
Duskmantle Prowler,60
Duty-Bound Dead,92
Essence Drain,21
Giant Scorpion,64
Harbor Bandit,55
Knight of Infamy,287
Liliana of the Dark Realms,6334
Liliana's Shade,465
Mark of the Vampire,324
Mind Rot,478
Murder,10813
Mutilate,7086
"Nefarox, Overlord of Grixis",650
Phylactery Lich,537
Public Execution,46
Ravenous Rats,555
Rise from the Grave,2290
Servant of Nefarox,43
Shimian Specter,148
Sign in Blood,14267
Tormented Soul,1965
Vampire Nighthawk,8669
Vampire Nocturnus,1916
Veilborn Ghoul,74
Vile Rebirth,234
Walking Corpse,72
Wit's End,367
Xathrid Gorgon,424
Zombie Goliath,30
Arms Dealer,1051
Bladetusk Boar,39
Canyon Minotaur,36
"Chandra, the Firebrand",1157
Chandra's Fury,230
Cleaver Riot,242
Craterize,79
Crimson Muckwader,8
Dragon Hatchling,380
Fervor,6270
Fire Elemental,79
Firewing Phoenix,171
Flames of the Firebrand,153
Furnace Whelp,248
Goblin Arsonist,394
Goblin Battle Jester,120
Hamletback Goliath,1911
Kindled Fury,137
"Krenko, Mob Boss",4863
Krenko's Command,5195
Magmaquake,4298
Mark of Mutiny,1379
Mindclaw Shaman,2196
Mogg Flunkies,110
Reckless Brute,19
Reverberate,10590
Rummaging Goblin,1291
Searing Spear,627
Slumbering Dragon,896
Smelt,804
Thundermaw Hellkite,2092
Torch Fiend,284
Trumpet Blast,607
Turn to Slag,21
Volcanic Geyser,422
Volcanic Strength,128
Wall of Fire,117
Wild Guess,2674
Worldfire,12
Acidic Slime,34206
Arbor Elf,20196
Bond Beetle,411
Boundless Realms,5634
Bountiful Harvest,101
Centaur Courser,33
Deadly Recluse,902
Duskdale Wurm,133
Elderscale Wurm,647
Elvish Archdruid,6882
Elvish Visionary,9821
Farseek,51966
Flinthoof Boar,77
Fog,3110
Fungal Sprouting,2239
"Garruk, Primal Hunter",7418
Garruk's Packleader,5614
Ground Seal,2240
Mwonvuli Beast Tracker,1084
Naturalize,7850
Plummet,637
Predatory Rampage,280
Prey Upon,1984
Primal Huntbeast,38
Primordial Hydra,4008
Quirion Dryad,72
Rancor,8476
Ranger's Path,3158
Revive,739
Roaring Primadox,303
Sentinel Spider,273
Serpent's Gift,17
Silklash Spider,2771
Spiked Baloth,5
Thragtusk,3723
Timberpack Wolf,32
Titanic Growth,645
Vastwood Gorger,22
"Yeva, Nature's Herald",7886
Yeva's Forcemage,42
"Nicol Bolas, Planeswalker",4773
Akroma's Memorial,6294
Chronomaton,150
Clock of Omens,4170
Door to Nothingness,2004
Elixir of Immortality,16419
Gem of Becoming,916
Gilded Lotus,48559
Jayemdae Tome,308
Kitesail,356
Phyrexian Hulk,37
Primal Clay,84
Ring of Evos Isle,749
Ring of Kalonia,1768
Ring of Thune,1041
Ring of Valkas,1491
Ring of Xathrid,1663
Sands of Delirium,894
Staff of Nin,9698
Stuffy Doll,3073
Tormod's Crypt,8043
Trading Post,10382
Cathedral of War,2670
Dragonskull Summit,30625
Drowned Catacomb,33656
Evolving Wilds,135080
Glacial Fortress,28944
Hellion Crucible,220
Reliquary Tower,123169
Rootbound Crag,25542
Sunpetal Grove,29143
Plains,157511
Island,182057
Swamp,176886
Mountain,161978
Forest,170170
