names,edhrec
Aegis Angel,2338
Alabaster Mage,68
Angelic Destiny,1678
Arbalest Elite,26
Archon of Justice,2394
Armored Warhorse,47
Assault Griffin,55
Auramancer,4661
Benalish Veteran,6
Celestial Purge,168
Day of Judgment,12877
Demystify,363
Elite Vanguard,120
Gideon Jura,1758
Gideon's Avenger,407
Gideon's Lawkeeper,258
Grand Abolisher,15332
Griffin Rider,45
Griffin Sentinel,86
Guardians' Pledge,69
Honor of the Pure,2210
Lifelink,355
Mesa Enchantress,10187
Mighty Leap,278
Peregrine Griffin,46
Personal Sanctuary,209
Pride Guardian,453
Roc Egg,817
Siege Mastodon,17
Spirit Mantle,4663
Stave Off,503
Stonehorn Dignitary,2318
Stormfront Pegasus,52
Sun Titan,34643
Timely Reinforcements,211
Aether Adept,1756
Alluring Siren,55
Amphin Cutthroat,4
Aven Fleetwing,87
Azure Mage,342
Belltower Sphinx,235
Cancel,7303
Chasm Drake,6
Coral Merfolk,31
Djinn of Wishes,1133
Flashfreeze,99
Flight,47
Frost Breath,85
Frost Titan,2139
Ice Cage,70
Jace's Archivist,9644
Jace's Erasure,1608
Levitation,694
Lord of the Unreal,498
Mana Leak,9319
Master Thief,423
Merfolk Looter,1942
Merfolk Mesmerist,64
Mind Control,1228
Mind Unbound,1266
Phantasmal Bear,53
Phantasmal Dragon,80
Phantasmal Image,4560
Ponder,41756
Skywinder Drake,8
Time Reversal,3786
Turn to Frog,626
Visions of Beyond,1885
Blood Seeker,1988
Bloodlord of Vaasgoth,2881
Bloodrage Vampire,40
Brink of Disaster,51
Call to the Grave,1423
Cemetery Reaper,4336
Child of Night,628
Consume Spirit,893
Deathmark,125
Devouring Swarm,212
Diabolic Tutor,37700
Distress,299
Doom Blade,9605
Drifting Shade,28
Duskhunter Bat,29
Grave Titan,13581
Gravedigger,2668
Hideous Visage,33
Monomania,127
Onyx Mage,144
Reassembling Skeleton,9748
Royal Assassin,2558
Rune-Scarred Demon,13365
Sengir Vampire,277
Smallpox,1535
Sorin Markov,4526
Sorin's Thirst,176
Sorin's Vengeance,508
Sutured Ghoul,49
Taste of Blood,14
Vampire Outcasts,98
Vengeful Pharaoh,1209
Warpath Ghoul,7
Wring Flesh,13
Zombie Infestation,1736
Act of Treason,2356
Blood Ogre,44
Bonebreaker Giant,6
Chandra's Outrage,350
Chandra's Phoenix,599
Circle of Flame,875
Combust,39
Crimson Mage,115
Fiery Hellhound,52
Fireball,3076
Firebreathing,126
Flameblast Dragon,2465
Fling,3419
Furyborn Hellkite,519
Goblin Bangchuckers,339
Goblin Chieftain,3765
Goblin Fireslinger,875
Goblin Grenade,1299
Goblin Piker,20
Goblin Tunneler,371
Goblin War Paint,255
Gorehorn Minotaurs,268
Grim Lavamancer,443
Incinerate,892
Inferno Titan,7497
Lava Axe,222
Lightning Elemental,43
Manabarbs,3809
Manic Vandal,730
Scrambleverse,1313
Shock,2047
Slaughter Cry,41
Stormblood Berserker,245
Tectonic Rift,235
Volcanic Dragon,238
Wall of Torches,21
Warstorm Surge,13136
Arachnus Spinner,441
Arachnus Web,466
Autumn's Veil,3973
Birds of Paradise,40557
Brindle Boar,39
Carnage Wurm,156
Cudgel Troll,35
Doubling Chant,185
Dungrove Elder,930
Garruk's Companion,118
Garruk's Horde,3011
Giant Spider,218
Gladecover Scout,591
Greater Basilisk,26
Hunter's Insight,4052
Jade Mage,1905
Llanowar Elves,44312
Lure,628
Lurking Crocodile,19
Overrun,6348
Primeval Titan,217
Rampant Growth,52976
Reclaim,2951
Rites of Flourishing,7894
Runeclaw Bear,881
Sacred Wolf,271
Skinshifter,508
Stampeding Rhino,13
Stingerfling Spider,594
Trollhide,192
Adaptive Automaton,5667
Angel's Feather,398
Crown of Empires,242
Crumbling Colossus,17
Demon's Horn,1126
Dragon's Claw,320
Druidic Satchel,1831
Greatsword,68
Kite Shield,810
Kraken's Eye,208
Manalith,6483
Pentavus,1773
Quicksilver Amulet,5315
Rusted Sentinel,5
Scepter of Empires,306
Solemn Simulacrum,73865
Sundial of the Infinite,3137
Swiftfoot Boots,101064
Thran Golem,90
Throne of Empires,414
Worldslayer,1885
Wurm's Tooth,172
Buried Ruin,26061
