names,edhrec
Guardian Seraph,213
Harm's Way,44
Indestructibility,3437
Lightwielder Paladin,326
Open the Vaults,8149
Razorfoot Griffin,65
Rhox Pikemaster,216
Righteousness,263
Soul Warden,8889
Tempest of Light,133
Undead Slayer,22
Veteran Armorsmith,283
Veteran Swordsmith,448
Wall of Faith,246
Air Elemental,131
Convincing Mirage,35
Disorient,0
Fabricate,18363
Hive Mind,1561
Horned Turtle,18
Illusionary Servant,34
Jump,9
Mind Spring,2040
Phantom Warrior,272
Polymorph,877
Sage Owl,1151
Serpent of the Endless Sea,252
Snapping Drake,20
Sphinx Ambassador,1357
Telepathy,2806
Time Warp,7042
Twincast,3319
Zephyr Sprite,700
Acolyte of Xathrid,33
Bog Wraith,17
Dread Warlock,14
Drudge Skeletons,127
Hypnotic Specter,1195
Kelinore Bat,3
Looming Shade,33
Megrim,4593
Mind Shatter,394
Nightmare,596
Sanguine Bond,11878
Soul Bleed,14
Tendrils of Corruption,1926
Underworld Dreams,4181
Vampire Aristocrat,370
Wall of Bone,189
Weakness,4
Xathrid Demon,342
Ball Lightning,679
Bogardan Hellkite,3439
Burning Inquiry,2297
Burst of Speed,83
Capricious Efreet,425
Dragon Whelp,223
Earthquake,7601
Goblin Artillery,29
Ignite Disorder,19
Inferno Elemental,45
Jackal Familiar,22
Panic Attack,22
Raging Goblin,282
Seismic Strike,227
Shatter,389
Shivan Dragon,802
Siege-Gang Commander,9004
Sparkmage Apprentice,42
Stone Giant,10
Viashino Spearhunter,4
Warp World,2028
Yawning Fissure,41
Ant Queen,2297
Borderland Ranger,597
Bramble Creeper,6
Craw Wurm,48
Elvish Piper,4430
Emerald Oryx,9
Enormous Baloth,45
Entangling Vines,13
Great Sable Stag,227
Howl of the Night Pack,1292
Kalonian Behemoth,152
Lurking Predators,4771
Master of the Wild Hunt,1249
Might of Oaks,675
Mist Leopard,18
Mold Adder,469
Oakenform,171
Regenerate,35
Windstorm,286
Coat of Arms,13865
Darksteel Colossus,2204
Gorgon Flail,1270
Howling Mine,10427
Magebane Armor,999
Mirror of Fate,181
Pithing Needle,2787
Rod of Ruin,34
Spellbook,7622
Gargoyle Castle,1541
