names,edhrec
Angel of Salvation,112
Augur il-Vec,148
Barren Glory,311
Dust of Moments,4
Even the Odds,26
Gift of Granite,45
Intervention Pact,295
Judge Unworthy,35
Lost Auramancers,522
Magus of the Moat,1399
Marshaling Cry,90
Saltskitter,412
Samite Censer-Bearer,18
Scout's Warning,399
Spirit en-Dal,368
Aven Mindcensor,14844
Blade of the Sixth Pride,170
Bound in Silence,183
Daybreak Coronet,2953
Goldmeadow Lookout,70
Imperial Mask,105
Lucent Liminid,13
Lumithread Field,88
Lymph Sliver,263
"Oriss, Samite Guardian",77
Patrician's Scorn,100
Ramosian Revivalist,107
Seht's Tiger,1306
Aven Augur,23
Cloudseeder,117
Cryptic Annelid,247
Delay,7912
Foresee,1138
Leaden Fists,12
Maelstrom Djinn,36
Magus of the Future,867
Mystic Speculation,1079
Pact of Negation,18176
Take Possession,497
Unblinking Bleb,1082
"Venser, Shaper Savant",10164
Venser's Diffusion,25
Arcanum Wings,210
Blind Phantasm,13
Bonded Fetch,222
"Linessa, Zephyr Mage",48
Logic Knot,1254
Mesmeric Sliver,564
Narcomoeba,977
Nix,41
Sarcomite Myr,134
Second Wind,125
Shapeshifter's Marrow,188
Spellweaver Volute,503
Spin into Myth,292
Vedalken Aethermage,2461
Whip-Spine Drake,5
Augur of Skulls,280
Cutthroat il-Dal,14
Gibbering Descent,994
Grave Peril,70
Ichor Slick,735
Lost Hours,19
Magus of the Abyss,1125
Minions' Murmurs,255
Oblivion Crown,917
Pooling Venom,30
Putrid Cyclops,2
Shimian Specter,149
Skirk Ridge Exhumer,182
Slaughter Pact,1860
Stronghold Rats,820
Bitter Ordeal,1134
Bridge from Below,345
Death Rattle,84
Deepcavern Imp,41
Fleshwrither,684
Frenzy Sliver,372
Grave Scrabbler,2117
"Korlash, Heir to Blackblade",290
Mass of Ghouls,14
Snake Cult Initiation,193
Street Wraith,1332
Tombstalker,137
Witch's Mist,77
Yixlid Jailer,86
Bogardan Lancer,26
Char-Rumbler,29
Emberwilde Augur,19
Fatal Attraction,17
Gathan Raiders,8
Haze of Rage,519
Magus of the Moon,4749
Molten Disaster,2358
Pact of the Titan,172
Pyromancer's Swath,631
Riddle of Lightning,150
Rift Elemental,611
Scourge of Kher Ridges,654
Sparkspitter,98
Emblem of the Warmind,249
Flowstone Embrace,11
Fomori Nomad,12
Ghostfire,47
Grinning Ignus,867
Henchfiend of Ukor,7
Homing Sliver,2036
Shah of Naar Isle,84
Skizzik Surger,9
Steamflogger Boss,4
Storm Entity,58
Tarox Bladewing,22
Thunderblade Charge,40
Force of Savagery,242
Heartwood Storyteller,1842
Kavu Primarch,180
Llanowar Augur,63
Llanowar Empath,365
Llanowar Mentor,426
Magus of the Vineyard,1076
Quiet Disrepair,68
Ravaging Riftwurm,311
Riftsweeper,3266
Rites of Flourishing,7988
Sprout Swarm,2357
Summoner's Pact,3465
Utopia Mycon,1971
Wrap in Vigor,2832
"Baru, Fist of Krosa",500
Centaur Omenreader,234
Edge of Autumn,2701
Imperiosaur,71
Muraganda Petroglyphs,438
Nacatl War-Pride,1171
Nessian Courser,26
Quagnoth,14
Spellwild Ouphe,10
Sporoloth Ancient,1493
Tarmogoyf,325
Thornweald Archer,1206
Virulent Sliver,1849
Glittering Wish,40
Jhoira of the Ghitu,627
Sliver Legion,1814
Akroma's Memorial,6343
Cloud Key,2851
Coalition Relic,11040
Epochrasite,467
Sliversmith,176
Soultether Golem,19
Sword of the Meek,2147
Veilstone Amulet,602
Darksteel Garrison,272
Whetwheel,66
Dakmor Salvage,8440
Keldon Megaliths,232
Llanowar Reborn,4852
New Benalia,5116
Tolaria West,6661
Dryad Arbor,9518
Grove of the Burnwillows,2338
Horizon Canopy,3643
Nimbus Maze,6430
River of Tears,3385
Zoetic Cavern,2334
